date,open,high,low,close,volume,likes,retweets,irony,offensive
2018-01-01 01:00:00,13635.06,13704.42,13312.94,13355.0,393.34452404,6.93984962406015,1.1804511278195489,0.015037593984962405,0.10526315789473684
2018-01-01 02:00:00,13355.0,13536.88,13302.02,13429.08,194.32790231,1.3790322580645162,0.3387096774193548,0.016129032258064516,0.12096774193548387
2018-01-01 03:00:00,13407.98,13640.0,13321.9,13481.73,317.5373753,0.7578125,0.1328125,0.0078125,0.078125
2018-01-01 04:00:00,13481.73,13699.14,13372.41,13697.0,457.69139748,1.2374100719424461,1.539568345323741,0.014388489208633094,0.14388489208633093
2018-01-01 05:00:00,13681.04,13697.0,13483.05,13569.99,209.56018142,2.0714285714285716,0.7142857142857143,0.014285714285714285,0.12142857142857143
2018-01-01 06:00:00,13569.36,13940.0,13483.0,13875.82,386.59517525,4.221311475409836,1.7049180327868851,0.01639344262295082,0.04918032786885246
2018-01-01 07:00:00,13863.32,13941.75,13643.17,13660.56,135.79952593,3.2333333333333334,1.0083333333333333,0.03333333333333333,0.06666666666666667
2018-01-01 08:00:00,13660.56,13778.38,13429.03,13499.9,138.61517504,1.0150375939849625,0.2857142857142857,0.022556390977443608,0.08270676691729323
2018-01-01 09:00:00,13499.9,13667.93,13459.66,13612.0,111.38916195,0.6940298507462687,0.44029850746268656,0.007462686567164179,0.11194029850746269
2018-01-01 10:00:00,13618.78,13618.81,13500.0,13548.46,135.66958322,1.2769230769230768,0.7076923076923077,0.007692307692307693,0.09230769230769231
2018-01-01 11:00:00,13596.36,13596.36,13112.01,13303.35,527.36824266,3.3221476510067114,1.5033557046979866,0.026845637583892617,0.11409395973154363
2018-01-01 12:00:00,13303.28,13409.2,13209.94,13250.35,423.81949241,1.273224043715847,0.4426229508196721,0.0,0.10382513661202186
2018-01-01 13:00:00,13318.54,13318.54,13000.0,13118.56,660.1900261,1.0290697674418605,0.5,0.023255813953488372,0.12790697674418605
2018-01-01 14:00:00,13118.54,13229.56,12801.38,13229.56,713.11213982,0.8225806451612904,0.20967741935483872,0.010752688172043012,0.04838709677419355
2018-01-01 15:00:00,13221.76,13362.35,13129.53,13276.78,405.51517514,1.1176470588235294,0.5339366515837104,0.03619909502262444,0.12217194570135746
2018-01-01 16:00:00,13276.0,13283.76,13032.84,13051.36,356.39094323,0.956140350877193,1.1359649122807018,0.017543859649122806,0.16228070175438597
2018-01-01 17:00:00,13052.35,13249.65,13052.35,13085.99,145.76069742,0.9802371541501976,0.6205533596837944,0.019762845849802372,0.1422924901185771
2018-01-01 18:00:00,13063.5,13328.65,13040.46,13189.36,121.08038754,1.6136363636363635,0.8272727272727273,0.00909090909090909,0.10454545454545454
2018-01-01 19:00:00,13189.08,13300.0,13099.34,13271.26,226.09664935,2.279166666666667,1.5166666666666666,0.020833333333333332,0.14166666666666666
2018-01-01 20:00:00,13271.26,13558.8,13256.76,13444.0,456.87318484,1.2181818181818183,0.35454545454545455,0.013636363636363636,0.08181818181818182
2018-01-01 21:00:00,13444.0,13734.44,13444.0,13534.98,381.66481055,0.8783068783068783,0.24867724867724866,0.015873015873015872,0.07936507936507936
2018-01-01 22:00:00,13532.87,13660.0,13466.79,13478.5,219.84594721,2.8440860215053765,3.2204301075268815,0.010752688172043012,0.11290322580645161
2018-01-01 23:00:00,13496.39,13520.11,13372.33,13443.41,294.22796254,9.358585858585858,1.2323232323232323,0.015151515151515152,0.08585858585858586
2018-01-02 00:00:00,13394.2,13918.01,13394.2,13798.22,608.56377942,1.302857142857143,0.2342857142857143,0.017142857142857144,0.10857142857142857
2018-01-02 01:00:00,13794.58,13860.0,13631.95,13631.95,304.1253364,1.035928143712575,0.24550898203592814,0.023952095808383235,0.08383233532934131
2018-01-02 02:00:00,13631.95,13676.61,13462.82,13550.29,619.53292213,2.292134831460674,0.6404494382022472,0.02247191011235955,0.06179775280898876
2018-01-02 03:00:00,13572.03,13572.03,13295.79,13359.98,456.01589405,4.25531914893617,1.2127659574468086,0.005319148936170213,0.06914893617021277
2018-01-02 04:00:00,13355.78,13393.97,12910.58,13155.92,1040.47514683,0.5804597701149425,0.07471264367816093,0.034482758620689655,0.12643678160919541
2018-01-02 05:00:00,13118.1,13196.57,12999.26,13154.19,707.76734788,0.6818181818181818,0.35714285714285715,0.012987012987012988,0.14935064935064934
2018-01-02 06:00:00,13154.18,13378.42,13066.27,13370.0,344.85555533,0.63125,0.28125,0.0,0.09375
2018-01-02 07:00:00,13370.0,13429.25,13226.33,13424.01,303.43768808,0.46405228758169936,0.16339869281045752,0.026143790849673203,0.13071895424836602
2018-01-02 08:00:00,13424.01,13588.53,13378.51,13437.71,553.54777726,0.6610169491525424,0.24293785310734464,0.04519774011299435,0.0903954802259887
