date,open,high,low,close,volume,likes,retweets,irony,offensive
2018-01-02,13394.2,15257.53,12910.58,14678.94,16299.66930279,1.9702627939142463,0.7043568464730291,0.017289073305670817,0.11358921161825726
2018-01-03,14670.96,15500.0,14546.28,15155.62,12275.00119668,1.9398625429553265,1.0761168384879725,0.01632302405498282,0.10738831615120274
2018-01-04,15155.62,15430.27,14192.37,15143.67,15004.01859256,3.431941431670282,1.209056399132321,0.012472885032537961,0.10683297180043384
2018-01-05,15143.67,17200.0,14810.0,16928.0,16248.91467956,2.33438265127667,1.0494928296607204,0.013816019587268276,0.11052815669814621
2018-01-06,16927.99,17234.99,16220.0,17149.67,9501.01675546,2.4731109598366237,1.708645336963921,0.012707056954844566,0.0964374858180168
2018-01-07,17142.43,17149.97,15707.16,16124.02,8632.81384337,2.339862007567327,0.8871578010238148,0.014912085466280882,0.09815268194969953
2018-01-08,16173.98,16300.0,13900.0,14999.99,16676.34994239,2.0864912280701753,1.189298245614035,0.01368421052631579,0.10157894736842105
2018-01-09,14999.99,15367.18,14123.97,14403.51,13913.52469368,2.3271012295772278,1.0853966649823144,0.01212733703890854,0.11403065521307057
2018-01-10,14403.51,14900.0,13412.0,14890.02,18479.01253046,2.073393002441009,0.9713588283157039,0.014157851912123678,0.11017087062652563
2018-01-11,14899.99,14973.07,12800.0,13243.83,19630.07517112,2.060959409594096,0.8581549815498155,0.014169741697416974,0.12442804428044281
2018-01-12,13249.99,14152.19,12807.27,13781.41,13433.08481363,2.0711934869218775,0.8361337259657025,0.012645071886367574,0.11415208730296207
2018-01-13,13829.28,14619.1,13789.42,14197.78,7488.98701847,3.0917041479260368,1.3950524737631185,0.017241379310344827,0.11719140429785108
2018-01-14,14197.78,14365.81,13072.22,13647.99,7588.63558972,2.272727272727273,1.0167216203485634,0.013424399434762129,0.09491285916156382
2018-01-15,13647.99,14394.36,13429.25,13607.04,9444.63530824,4.439515341020129,1.5227672464334572,0.010748485440687903,0.10728942739886653
2018-01-16,13581.66,13607.04,10162.0,11386.34,38789.88308789,20.405048543689322,5.366084142394822,0.010614886731391585,0.10601941747572816
2018-01-17,11393.97,11794.07,9222.0,11191.35,41356.1897379,3.3858480984087573,1.1877891885791672,0.011285407967498025,0.10856562464733101
2018-01-18,11199.0,12146.0,10693.0,11247.57,22195.26202056,3.806120863756408,2.9038371912381544,0.008699704831443219,0.1154264408886127
2018-01-19,11290.9,12050.39,11025.18,11552.0,13203.25567513,2.36199649737303,0.8453590192644483,0.012084063047285465,0.11856392294220665
2018-01-20,11560.82,13052.12,11515.94,12775.99,10324.05733414,3.1822510822510823,1.1294372294372295,0.013636363636363636,0.11060606060606061
2018-01-21,12782.99,12791.88,11100.0,11558.87,11596.44128787,1.5048963789569574,0.6199043498064222,0.012070143475290366,0.10931450694602596
2018-01-22,11558.87,11910.78,10028.41,10808.99,17067.72925582,3.1576371897937783,1.104159384830479,0.01083537224746592,0.1106256553652569
2018-01-23,10810.0,11409.87,9927.54,10851.82,17250.17614645,2.226296663363066,1.7117608192930294,0.013049223653782622,0.10769739015526925
2018-01-24,10848.99,11500.0,10488.13,11400.96,11646.79059794,1.4972022382094325,0.6834532374100719,0.013749000799360511,0.10823341326938449
2018-01-25,11400.98,11741.82,10868.57,11155.54,10212.92183381,2.9897265948632974,1.0256835128417565,0.014581607290803645,0.11151615575807788
2018-01-26,11140.01,11635.0,10263.32,11092.95,15074.66641243,1.7843034434539415,0.6373011711239294,0.01485754238769446,0.1017304667016256
2018-01-27,11093.74,11630.47,10815.84,11446.54,10309.80746248,2.7118605184675384,0.7166781371874283,0.011011699931176875,0.0938288598302363
2018-01-28,11446.54,11989.15,11360.52,11685.58,9956.09249576,2.4430497443049743,0.8400743840074384,0.01394700139470014,0.10925151092515109
2018-01-29,11685.58,11820.01,10991.0,11162.62,9996.35689848,2.4683397683397685,0.9445945945945946,0.008494208494208495,0.10038610038610038
2018-01-30,11162.62,11222.36,9731.2,9971.0,21082.19252764,1.596799173980382,0.6284632593357425,0.013939081053175014,0.0991223541559112
2018-01-31,9971.0,10324.0,9514.96,10149.0,12743.50947059,2.5341625489861985,0.8347248253535525,0.020616800136309423,0.11058101891293236
2018-02-01,10148.99,10187.56,8455.0,8998.99,26356.58883931,3.047239444936522,1.1002361972246826,0.011662237968703868,0.09728373191614999
2018-02-02,9010.87,9096.79,7625.25,8838.83,44406.01982931,2.759787205019779,0.8404037648342655,0.007502387123175556,0.09753103260128222
2018-02-03,8838.29,9491.2,8170.71,9225.86,16208.37411342,2.4064182194616976,0.7915113871635611,0.013457556935817806,0.1031055900621118
2018-02-04,9225.31,9350.09,7825.0,8191.0,19110.67246079,2.066423826869509,0.6410970644953932,0.008142275551746304,0.09599314334690379
2018-02-05,8190.78,8335.56,6600.0,6874.27,46544.42880431,5.42901878914405,1.7288622129436326,0.014613778705636743,0.09720772442588727
2018-02-06,6878.65,8150.0,5920.72,7737.37,70961.36965826,2.813638124757846,0.8252615265401008,0.010461061604029445,0.1018984889577683
2018-02-07,7737.26,8649.0,7213.8,7588.01,32640.89253754,2.866190159574468,1.1053856382978724,0.009474734042553192,0.1007313829787234
2018-02-08,7588.01,8644.36,7565.5,8259.76,22746.39118112,1.992045253668022,0.660597489835602,0.010252784161216192,0.10641682870779565
2018-02-09,8259.42,8779.62,7753.32,8693.98,18418.11709042,1.745503597122302,0.6359712230215827,0.01223021582733813,0.09082733812949641
2018-02-10,8693.98,9090.8,8170.86,8560.0,14670.55870203,1.7624837168910117,0.5349544072948328,0.0121580547112462,0.1022579244463743
2018-02-11,8560.0,8560.0,7820.0,8067.0,12711.7858457,2.9841664079478423,2.3514436510400496,0.01552312946289972,0.08755045017075443
2018-02-12,8077.25,8995.0,8067.0,8899.0,15071.04029684,2.4350412588754557,0.961043945499904,0.011706006524659375,0.1001727115716753
2018-02-13,8891.2,8951.89,8360.13,8522.99,11374.52415254,3.7863186318631863,1.1303330333033303,0.015661566156615663,0.09846984698469848
2018-02-14,8504.57,9515.0,8504.57,9490.98,17468.73886593,2.1621969140337987,0.9252387950036738,0.013041880969875092,0.1002939015429831
2018-02-15,9490.98,10234.0,9350.0,10018.0,21036.3373175,1.8447092813289996,0.6132177681473456,0.009570241964608163,0.09859154929577464
2018-02-16,10011.3,10300.0,9707.51,10196.0,11857.64277513,1.7427039904705182,0.8044470915227317,0.008933889219773675,0.0996624975183641
2018-02-17,10203.14,11135.83,10053.5,11101.0,14511.16913676,2.6135552913198574,0.7743162901307967,0.009274673008323424,0.09797859690844234
2018-02-18,11101.0,11300.0,10153.15,10421.06,17623.07943135,3.678830352827453,1.1164813919768004,0.009666505558240696,0.08917351377477042
2018-02-19,10433.68,11262.48,10307.51,11173.0,11698.25622611,1.6139375801624627,0.7165455322787516,0.008336896109448481,0.10111158614792647
2018-02-20,11159.12,11780.0,11080.37,11233.41,15880.9090398,2.3176537802323365,0.7935631308322224,0.011997714721005522,0.09541039801942487
2018-02-21,11233.42,11275.74,10256.0,10449.4,19959.67715652,1.7850090670965142,0.5480556115252871,0.012290953052589159,0.09389482168043523
2018-02-22,10446.79,10935.0,9731.2,9843.34,20204.69095384,1.5613234455219624,0.5752044114850732,0.012359764213728846,0.08594789884008366
2018-02-23,9843.33,10405.3,9600.0,10166.1,16044.03930333,1.2784139100932994,0.5608566581849025,0.013570822731128074,0.08842239185750636
2018-02-24,10135.2,10540.63,9373.48,9689.99,13972.71472351,3.3030804902285524,1.1464060947333554,0.016561775422325273,0.09307717787346803
